year,county_name,commodity_desc,value
1996.0,LOGAN,CORN,12000.0
1996.0,LOGAN,NOT CORN,821000.0
1996.0,MCINTOSH,CORN,12200.0
1996.0,MCINTOSH,NOT CORN,903600.0
1997.0,DICKEY,CORN,127600.0
1997.0,DICKEY,NOT CORN,600300.0
1997.0,LA MOURE,CORN,54800.0
1997.0,LA MOURE,NOT CORN,845900.0
1997.0,LOGAN,CORN,10400.0
1997.0,LOGAN,NOT CORN,489000.0
1997.0,MCINTOSH,CORN,12200.0
1997.0,MCINTOSH,NOT CORN,864200.0
1998.0,DICKEY,CORN,125600.0
1998.0,DICKEY,NOT CORN,548700.0
1998.0,LA MOURE,CORN,73400.0
1998.0,LA MOURE,NOT CORN,792800.0
1998.0,LOGAN,CORN,11800.0
1998.0,LOGAN,NOT CORN,483200.0
1998.0,MCINTOSH,CORN,13200.0
1998.0,MCINTOSH,NOT CORN,691300.0
1999.0,DICKEY,CORN,109600.0
1999.0,DICKEY,NOT CORN,477200.0
1999.0,LA MOURE,CORN,63800.0
1999.0,LA MOURE,NOT CORN,787300.0
1999.0,LOGAN,CORN,6600.0
1999.0,LOGAN,NOT CORN,474800.0
1999.0,MCINTOSH,CORN,8000.0
1999.0,MCINTOSH,NOT CORN,655600.0
2000.0,DICKEY,CORN,174000.0
2000.0,DICKEY,NOT CORN,581000.0
2000.0,LA MOURE,CORN,108000.0
2000.0,LA MOURE,NOT CORN,712800.0
2000.0,LOGAN,CORN,9500.0
2000.0,LOGAN,NOT CORN,448400.0
2000.0,MCINTOSH,CORN,14300.0
2000.0,MCINTOSH,NOT CORN,652500.0
2001.0,DICKEY,CORN,131500.0
2001.0,DICKEY,NOT CORN,396900.0
2001.0,LA MOURE,CORN,86500.0
2001.0,LA MOURE,NOT CORN,655500.0
2001.0,LOGAN,CORN,9000.0
2001.0,LOGAN,NOT CORN,458800.0
2001.0,MCINTOSH,CORN,14500.0
2001.0,MCINTOSH,NOT CORN,444000.0
2002.0,DICKEY,CORN,179500.0
2002.0,DICKEY,NOT CORN,407800.0
2002.0,LA MOURE,CORN,120000.0
2002.0,LA MOURE,NOT CORN,607500.0
2002.0,LOGAN,CORN,10300.0
2002.0,LOGAN,NOT CORN,383400.0
2002.0,MCINTOSH,CORN,20000.0
2002.0,MCINTOSH,NOT CORN,387000.0
2003.0,DICKEY,CORN,204400.0
2003.0,DICKEY,NOT CORN,338500.0
2003.0,LA MOURE,CORN,155400.0
2003.0,LA MOURE,NOT CORN,413600.0
2003.0,LOGAN,CORN,17000.0
2003.0,LOGAN,NOT CORN,408900.0
2003.0,MCINTOSH,CORN,24700.0
2003.0,MCINTOSH,NOT CORN,412300.0
2004.0,DICKEY,CORN,248700.0
2004.0,DICKEY,NOT CORN,348500.0
2004.0,LA MOURE,CORN,189300.0
2004.0,LA MOURE,NOT CORN,443600.0
2004.0,LOGAN,CORN,20600.0
2004.0,LOGAN,NOT CORN,435700.0
2004.0,MCINTOSH,CORN,20600.0
2004.0,MCINTOSH,NOT CORN,472000.0
2005.0,DICKEY,CORN,194400.0
2005.0,DICKEY,NOT CORN,265700.0
2005.0,LA MOURE,CORN,166800.0
2005.0,LA MOURE,NOT CORN,524200.0
2005.0,LOGAN,CORN,15400.0
2005.0,LOGAN,NOT CORN,424000.0
2005.0,MCINTOSH,CORN,15400.0
2005.0,MCINTOSH,NOT CORN,501600.0
2006.0,DICKEY,CORN,212900.0
2006.0,DICKEY,NOT CORN,292000.0
2006.0,LA MOURE,CORN,211500.0
2006.0,LA MOURE,NOT CORN,411600.0
2006.0,LOGAN,CORN,19500.0
2006.0,LOGAN,NOT CORN,332800.0
2006.0,MCINTOSH,CORN,22100.0
2006.0,MCINTOSH,NOT CORN,355100.0
2007.0,DICKEY,CORN,269500.0
2007.0,DICKEY,NOT CORN,288600.0
2007.0,LA MOURE,CORN,304100.0
2007.0,LA MOURE,NOT CORN,397700.0
2007.0,LOGAN,CORN,29900.0
2007.0,LOGAN,NOT CORN,393500.0
2007.0,MCINTOSH,CORN,29900.0
2007.0,MCINTOSH,NOT CORN,332400.0
2008.0,DICKEY,CORN,272600.0
2008.0,DICKEY,NOT CORN,235700.0
2008.0,LA MOURE,CORN,155200.0
2008.0,LA MOURE,NOT CORN,358700.0
2008.0,LOGAN,CORN,31700.0
2008.0,LOGAN,NOT CORN,355900.0
2008.0,MCINTOSH,CORN,28700.0
2008.0,MCINTOSH,NOT CORN,356000.0
2009.0,DICKEY,CORN,117000.0
2009.0,DICKEY,NOT CORN,221600.0
2009.0,LA MOURE,CORN,120000.0
2009.0,LA MOURE,NOT CORN,326500.0
2009.0,LOGAN,CORN,31500.0
2009.0,LOGAN,NOT CORN,215200.0
2009.0,MCINTOSH,CORN,26100.0
2009.0,MCINTOSH,NOT CORN,268400.0
2010.0,DICKEY,CORN,107500.0
2010.0,DICKEY,NOT CORN,226100.0
2010.0,LA MOURE,CORN,121500.0
2010.0,LA MOURE,NOT CORN,334100.0
2010.0,LOGAN,CORN,27700.0
2010.0,LOGAN,NOT CORN,231070.0
2010.0,MCINTOSH,CORN,21400.0
2010.0,MCINTOSH,NOT CORN,267400.0
2011.0,DICKEY,CORN,150600.0
2011.0,DICKEY,NOT CORN,175050.0
2011.0,LA MOURE,CORN,136000.0
2011.0,LA MOURE,NOT CORN,280750.0
2011.0,LOGAN,CORN,42250.0
2011.0,LOGAN,NOT CORN,197970.0
2011.0,MCINTOSH,CORN,42400.0
2011.0,MCINTOSH,NOT CORN,232100.0
2012.0,DICKEY,CORN,193100.0
2012.0,DICKEY,NOT CORN,206340.0
2012.0,LA MOURE,CORN,180700.0
2012.0,LA MOURE,NOT CORN,269120.0
2012.0,LOGAN,CORN,63280.0
2012.0,MCINTOSH,CORN,60130.0
2012.0,MCINTOSH,NOT CORN,69300.0
2013.0,DICKEY,CORN,201010.0
2013.0,DICKEY,NOT CORN,181500.0
2013.0,LA MOURE,CORN,198700.0
2013.0,LA MOURE,NOT CORN,247500.0
2013.0,LOGAN,NOT CORN,94000.0
2014.0,DICKEY,CORN,144900.0
2014.0,DICKEY,NOT CORN,238840.0
2014.0,LA MOURE,NOT CORN,297500.0
2014.0,LOGAN,NOT CORN,4540.0
2014.0,MCINTOSH,CORN,47400.0
2014.0,MCINTOSH,NOT CORN,5220.0
2015.0,DICKEY,CORN,158910.0
2015.0,DICKEY,NOT CORN,213100.0
2015.0,LA MOURE,CORN,152600.0
2015.0,LA MOURE,NOT CORN,309700.0
2015.0,LOGAN,CORN,9580.0
2015.0,LOGAN,NOT CORN,43600.0
2015.0,MCINTOSH,CORN,6910.0
2016.0,DICKEY,CORN,176200.0
2016.0,DICKEY,NOT CORN,217140.0
2016.0,LA MOURE,CORN,173400.0
2016.0,LA MOURE,NOT CORN,350880.0
2016.0,LOGAN,CORN,36250.0
2016.0,LOGAN,NOT CORN,245380.0
2016.0,MCINTOSH,CORN,49580.0
2016.0,MCINTOSH,NOT CORN,192350.0
2017.0,DICKEY,CORN,158850.0
2017.0,DICKEY,NOT CORN,241180.0
2017.0,LA MOURE,CORN,159500.0
2017.0,LA MOURE,NOT CORN,358290.0
2017.0,LOGAN,CORN,6110.0
2017.0,LOGAN,NOT CORN,163110.0
2017.0,MCINTOSH,CORN,3730.0
2017.0,MCINTOSH,NOT CORN,163900.0
2018.0,DICKEY,NOT CORN,260780.0
2018.0,LA MOURE,NOT CORN,344570.0
2018.0,LOGAN,NOT CORN,53300.0
2018.0,MCINTOSH,NOT CORN,69500.0
2019.0,DICKEY,NOT CORN,149190.0
2019.0,LA MOURE,CORN,124600.0
2019.0,LA MOURE,NOT CORN,239200.0
2019.0,LOGAN,NOT CORN,43200.0
2019.0,MCINTOSH,NOT CORN,65840.0
2020.0,DICKEY,CORN,84600.0
2020.0,DICKEY,NOT CORN,140480.0
2020.0,LA MOURE,CORN,61250.0
2020.0,LA MOURE,NOT CORN,210570.0
2020.0,LOGAN,CORN,28220.0
2020.0,LOGAN,NOT CORN,141180.0
2020.0,MCINTOSH,CORN,39280.0
2020.0,MCINTOSH,NOT CORN,183920.0
